,Prediction,Close,Error
489,1369.9449603105177,693.97,675.9749603105176
490,1389.4640810652968,705.24,684.2240810652968
491,1408.528809332869,712.82,695.708809332869
492,1431.9991691068335,726.82,705.1791691068335
493,1445.4531379671616,730.49,714.9631379671616
494,1445.670456113217,728.33,717.3404561132169
495,1444.583865382941,736.09,708.493865382941
496,1464.4981100396385,737.78,726.7181100396385
497,1475.1862115865365,737.6,737.5862115865365
498,1464.5968910151182,742.09,722.5068910151182
499,1466.4934857443272,740.75,725.7434857443272
500,1476.1740213413332,738.06,738.1140213413332
501,1455.7263594170454,735.3,720.4263594170454
502,1465.1698206729002,733.53,731.6398206729002
503,1460.8234577517956,744.77,716.0534577517956
504,1491.4653163455828,750.53,740.9353163455828
505,1489.7860397624286,744.95,744.8360397624285
506,1468.7456919852634,749.91,718.8356919852635
507,1491.386291565199,745.29,746.096291565199
508,1467.5603202795078,737.8,729.7603202795078
509,1463.1546887731151,745.69,717.4646887731151
510,1482.1206360652081,740.28,741.8406360652082
511,1479.354768751778,739.15,740.204768751778
512,1477.4779302176644,736.1,741.3779302176644
513,1467.5603202795078,743.09,724.4703202795077
514,1489.6082340065655,751.72,737.8882340065654
515,1499.1899886280912,753.2,745.9899886280912
516,1499.1307200428037,759.0,740.1307200428037
517,1511.9327344649664,766.61,745.3227344649664
518,1529.8120910267826,753.93,775.8820910267826
519,1507.0727104713674,752.67,754.4027104713674
520,1501.8965873562338,759.14,742.7565873562338
521,1444.4455720172696,718.77,725.6755720172696
522,1424.294253019421,723.15,701.144253019421
523,1442.7070268488278,708.14,734.5670268488278
524,1406.8890451399066,705.84,701.0490451399065
525,1408.805396064212,691.02,717.7853960642119
526,1374.1135174757592,693.01,681.1035174757592
527,1387.8045606772384,698.21,689.5945606772384
528,1386.3030898499478,692.36,693.9430898499478
529,1373.6986373787445,695.7,677.9986373787444
530,1387.9428540429099,701.43,686.5128540429099
531,1389.2862753094332,711.12,678.1662753094332
532,1416.19421303009,712.9,703.29421303009
533,1425.5784057006563,723.18,702.3984057006563
534,1438.7360316345457,715.29,723.4460316345458
535,1426.19084774863,713.31,712.88084774863
536,1416.055919664418,710.83,705.225919664418
537,1410.5241850375578,716.49,694.0341850375578
538,1424.0769348733656,706.23,717.8469348733656
